rating_id,user_id,book_id,borrow_id,rating,rating_date,comment
67,5,2,117,3.5,2023-05-06,推荐阅读，内容有深度。
68,5,810,119,2.0,2022-06-01,失望，与描述的不符。
69,5,777,120,4.0,2024-06-27,很好的一本书，内容充实。
70,5,933,121,4.5,2022-12-06,非常棒的书，强烈推荐！
71,5,733,122,2.5,2023-06-01,
72,5,714,124,3.5,2023-03-04,
73,5,821,127,3.0,2024-07-17,
74,5,706,128,3.5,2024-09-11,
75,5,474,129,3.0,2022-09-16,
76,5,292,130,4.0,2022-04-26,
77,5,133,131,3.0,2023-04-08,内容一般，不过有几个亮点。
78,5,683,133,5.0,2023-08-25,
79,5,436,134,4.0,2024-04-04,
80,5,979,135,4.5,2025-01-27,非常棒的书，强烈推荐！
81,5,15,136,4.0,2023-04-14,
82,5,679,138,2.5,2024-01-15,
83,5,482,139,4.0,2025-03-01,这本书给了我很多启发，值得一读。
84,5,259,141,3.5,2024-12-24,
85,5,156,142,4.0,2023-02-28,
86,5,611,143,3.5,2025-01-19,整体来说不错，有些章节特别精彩。
87,5,448,145,3.5,2022-10-16,整体来说不错，有些章节特别精彩。
88,5,717,147,4.5,2023-01-04,
89,5,223,148,3.5,2021-11-20,
90,5,871,150,3.5,2023-06-30,
91,6,771,151,3.5,2023-05-15,
92,6,197,152,2.5,2023-12-01,内容一般，不过有几个亮点。
93,6,195,153,4.0,2024-01-24,
94,6,897,154,5.0,2023-08-13,
95,6,302,156,4.5,2021-11-10,
96,6,677,157,3.0,2024-08-14,
97,6,136,160,4.0,2023-01-17,推荐阅读，内容有深度。
98,6,184,161,4.0,2021-12-14,
99,6,215,163,3.0,2023-08-04,
100,6,446,166,3.5,2022-03-13,整体来说不错，有些章节特别精彩。
101,6,630,168,4.0,2023-09-21,
102,6,644,170,3.5,2022-06-12,观点很有趣，写作风格也不错。
103,6,331,171,3.0,2022-05-10,有些见解很独特，但整体平平。
104,6,334,172,2.5,2022-01-18,
105,6,199,176,4.0,2024-12-06,
106,6,650,178,5.0,2022-07-12,
107,6,513,180,3.5,2021-11-21,观点很有趣，写作风格也不错。
108,6,6,181,4.5,2022-08-05,
109,6,67,182,2.5,2023-10-02,部分内容有价值，但结构不太紧凑。
110,6,878,184,3.5,2021-11-25,
111,6,900,185,3.0,2022-09-07,
112,6,267,187,4.0,2024-07-25,
113,6,539,191,3.0,2024-12-22,
114,6,237,194,4.0,2024-09-11,整体来说不错，有些章节特别精彩。
115,6,423,195,3.0,2022-06-20,
116,6,290,197,2.5,2022-01-21,
117,6,683,198,4.0,2021-12-10,
118,6,565,199,5.0,2023-03-12,这本书改变了我的看法，太棒了。
119,6,427,200,2.0,2022-12-10,
120,6,244,202,3.5,2022-11-02,
121,6,72,205,3.5,2024-11-15,
122,6,193,209,4.0,2022-08-02,整体来说不错，有些章节特别精彩。
123,8,301,211,4.0,2021-10-10,推荐阅读，内容有深度。
124,8,926,212,4.0,2025-02-04,整体来说不错，有些章节特别精彩。
125,8,272,213,5.0,2020-12-03,
126,8,668,214,5.0,2023-02-02,
127,8,877,216,3.5,2021-09-08,
128,8,574,218,4.5,2022-07-21,
129,8,541,220,4.5,2020-09-22,
130,8,521,221,4.0,2020-11-25,
131,8,281,222,3.5,2020-12-13,
132,8,326,224,4.0,2024-12-24,
133,8,9,225,5.0,2024-12-07,绝对的经典，每一页都很精彩。
134,8,310,226,4.5,2023-03-29,
135,8,313,228,4.0,2020-12-25,
136,8,20,232,4.0,2023-02-13,很好的一本书，内容充实。
137,9,741,233,3.5,2020-12-26,
138,9,441,234,3.5,2021-04-17,
139,9,112,236,4.0,2022-04-22,
140,9,244,239,3.0,2023-10-19,还可以，但有些部分比较枯燥。
141,9,816,240,4.0,2024-10-17,观点很有趣，写作风格也不错。
142,9,829,241,4.0,2023-10-01,整体来说不错，有些章节特别精彩。
143,9,693,242,4.5,2021-01-13,
144,9,926,244,4.5,2021-12-19,绝对的经典，每一页都很精彩。
145,9,255,245,3.0,2023-06-03,还可以，但有些部分比较枯燥。
146,9,482,246,4.5,2024-07-26,内容超出预期，值得一读。
147,9,200,247,4.5,2022-02-24,非常棒的书，强烈推荐！
148,9,30,248,4.0,2022-09-28,
149,9,341,251,5.0,2022-10-28,
150,9,147,252,4.0,2022-03-30,
151,9,16,253,4.5,2020-12-16,
152,9,731,256,4.0,2022-05-16,
153,9,321,258,4.5,2024-06-22,
154,9,4,259,3.0,2020-11-06,
155,9,83,261,4.0,2024-09-28,
156,9,326,263,3.5,2021-12-16,这本书给了我很多启发，值得一读。
157,9,289,264,4.0,2021-11-22,
158,9,825,265,4.0,2023-09-04,
159,9,604,266,4.0,2024-05-13,整体来说不错，有些章节特别精彩。
160,9,131,267,3.5,2024-09-08,整体来说不错，有些章节特别精彩。
161,9,290,268,3.0,2022-06-15,
162,9,712,271,4.0,2021-06-02,
163,9,995,272,3.5,2023-01-24,
164,9,647,273,4.0,2024-06-08,
165,9,560,274,3.5,2022-06-22,很好的一本书，内容充实。
166,9,999,275,3.0,2024-01-02,
167,9,938,279,3.5,2022-11-20,这本书给了我很多启发，值得一读。
168,9,949,281,3.5,2023-09-30,
169,9,994,284,4.5,2023-03-16,
170,9,166,285,4.0,2023-11-09,
171,9,997,286,4.5,2024-11-13,
172,9,113,287,4.5,2023-09-29,
173,9,950,288,3.0,2024-03-08,
174,10,744,291,4.0,2020-10-17,
175,10,244,295,2.5,2021-03-25,
176,10,234,298,3.5,2023-11-08,推荐阅读，内容有深度。
177,10,380,299,4.5,2021-10-06,
178,10,254,301,4.5,2020-12-05,
179,10,600,302,4.0,2023-02-07,
180,10,900,303,3.5,2023-02-04,
181,10,686,305,4.0,2024-04-10,整体来说不错，有些章节特别精彩。
182,10,559,307,4.0,2024-12-21,
183,10,886,310,4.5,2025-02-06,内容超出预期，值得一读。
184,10,509,312,4.0,2020-04-19,整体来说不错，有些章节特别精彩。
185,10,859,314,4.5,2020-06-05,
186,10,649,317,4.0,2020-12-17,这本书给了我很多启发，值得一读。
187,10,238,319,3.5,2023-07-01,
188,10,859,320,4.0,2023-10-10,
189,10,139,323,4.5,2024-05-11,
190,10,817,324,4.0,2024-05-30,
191,10,242,325,3.5,2021-04-14,观点很有趣，写作风格也不错。
192,10,512,326,4.0,2024-04-13,
193,10,576,327,3.5,2020-11-11,整体来说不错，有些章节特别精彩。
194,11,731,328,3.5,2024-02-29,
195,11,671,330,4.0,2023-04-13,
196,11,508,335,2.5,2023-07-26,有些见解很独特，但整体平平。
197,11,642,336,1.5,2023-10-20,内容比较薄弱，不太推荐。
198,11,557,337,3.0,2023-12-12,部分内容有价值，但结构不太紧凑。
199,11,230,339,3.5,2025-01-03,
200,11,202,340,3.0,2023-08-31,
201,11,738,343,3.5,2024-06-20,
202,11,973,345,3.0,2024-10-15,部分内容有价值，但结构不太紧凑。
203,11,39,346,4.0,2024-07-18,
204,11,945,347,3.5,2023-12-30,
205,11,184,348,2.5,2023-04-23,
206,11,645,351,3.0,2023-10-20,
207,11,151,354,3.5,2023-08-15,观点很有趣，写作风格也不错。
208,11,84,355,3.5,2023-06-01,很好的一本书，内容充实。
209,11,580,356,3.5,2023-03-24,推荐阅读，内容有深度。
210,11,317,358,3.0,2022-11-13,有些见解很独特，但整体平平。
211,11,415,359,3.5,2022-12-20,推荐阅读，内容有深度。
212,11,927,360,4.0,2024-12-27,
213,11,964,363,3.0,2024-09-03,
214,11,365,364,3.0,2024-03-12,还可以，但有些部分比较枯燥。
215,11,610,365,3.0,2024-06-16,还可以，但有些部分比较枯燥。
216,11,669,366,2.5,2024-01-25,
217,11,202,367,3.0,2023-05-15,
218,12,121,369,4.5,2021-08-04,
219,12,57,371,5.0,2024-06-06,这本书改变了我的看法，太棒了。
220,12,328,372,5.0,2023-12-21,
221,14,737,381,4.0,2022-03-17,
222,14,97,383,4.0,2023-03-05,
223,14,432,385,3.5,2021-11-19,
224,14,890,386,3.0,2024-07-02,
225,14,964,388,3.0,2024-11-19,
226,14,112,390,3.0,2022-03-25,可以一读，但不要期望太高。
227,14,511,392,3.5,2022-10-28,
228,14,494,394,3.0,2022-08-01,可以一读，但不要期望太高。
229,14,264,395,4.5,2023-02-25,
230,14,439,398,4.5,2022-09-24,
231,14,580,399,3.0,2022-12-09,
232,14,251,400,3.0,2024-03-26,
233,14,469,401,3.5,2024-01-15,
234,14,729,402,3.5,2022-03-11,推荐阅读，内容有深度。
235,14,46,404,4.0,2025-01-06,这本书给了我很多启发，值得一读。
236,14,729,405,2.5,2022-07-27,
237,14,403,408,3.5,2023-09-16,
238,14,995,409,3.5,2024-10-09,
239,14,317,411,3.0,2022-03-08,内容一般，不过有几个亮点。
240,14,849,414,4.0,2024-01-02,观点很有趣，写作风格也不错。
241,14,214,415,3.5,2025-03-08,观点很有趣，写作风格也不错。
242,14,342,416,3.0,2024-02-23,
243,14,511,419,4.0,2022-11-11,
244,15,748,421,2.5,2023-04-08,可以一读，但不要期望太高。
245,15,439,422,2.5,2021-03-29,
246,15,925,424,3.0,2021-12-02,
247,15,565,425,3.5,2023-09-20,这本书给了我很多启发，值得一读。
248,15,293,426,3.0,2021-09-10,
249,15,639,428,3.0,2022-12-01,
250,15,457,429,3.5,2023-11-28,
251,15,601,430,3.0,2023-06-04,
252,15,741,431,3.0,2022-01-03,
253,15,731,436,3.0,2023-08-15,可以一读，但不要期望太高。
254,15,79,437,2.0,2024-02-23,
255,15,154,438,2.5,2023-03-29,
256,15,600,439,3.0,2022-12-11,
257,15,568,440,3.0,2022-11-29,
258,15,490,441,3.0,2021-05-01,
259,15,626,443,3.5,2023-04-10,
260,15,866,444,3.0,2024-06-20,
261,15,956,445,3.0,2021-01-16,
262,15,659,446,3.5,2021-08-29,
263,15,761,447,3.0,2021-04-13,
264,15,452,448,3.5,2023-03-13,很好的一本书，内容充实。
265,15,330,449,3.0,2022-07-24,内容一般，不过有几个亮点。
266,15,757,455,3.0,2022-02-09,
267,15,565,460,3.5,2025-02-09,
268,15,340,462,3.0,2023-08-05,还可以，但有些部分比较枯燥。
269,16,895,465,4.0,2023-09-13,这本书给了我很多启发，值得一读。
270,16,196,466,4.5,2022-09-28,这是我读过的最好的书之一。
271,16,203,467,5.0,2023-02-21,
272,16,373,468,2.0,2024-11-21,内容比较薄弱，不太推荐。
273,16,577,471,3.5,2021-04-18,
274,16,665,473,3.0,2021-11-05,
275,16,158,474,3.5,2024-09-04,
276,16,38,476,4.0,2023-03-15,
277,16,385,478,2.5,2021-10-26,
278,16,10,480,3.0,2024-12-24,可以一读，但不要期望太高。
279,16,355,483,3.5,2023-05-20,很好的一本书，内容充实。
280,17,342,486,2.5,2024-04-23,
281,17,391,488,2.5,2022-03-08,可以一读，但不要期望太高。
282,17,965,489,3.5,2024-08-01,
283,17,93,494,3.5,2022-05-11,
284,17,758,495,2.5,2022-08-04,
285,17,565,496,3.5,2021-04-18,观点很有趣，写作风格也不错。
286,17,485,498,4.0,2024-04-03,
287,17,332,499,3.0,2024-01-16,
288,18,309,502,4.0,2024-08-19,
289,18,863,503,4.0,2023-10-01,
290,18,405,504,3.0,2024-11-30,
291,18,799,505,3.5,2024-06-04,
292,18,836,507,3.5,2025-01-26,
293,18,718,508,2.0,2024-11-27,
294,18,990,509,4.0,2024-02-06,观点很有趣，写作风格也不错。
295,18,362,510,3.5,2023-12-11,
296,18,213,511,4.5,2024-10-17,
297,18,647,513,3.5,2024-11-14,推荐阅读，内容有深度。
298,18,860,515,3.0,2024-07-14,内容一般，不过有几个亮点。
299,18,483,517,4.5,2022-12-14,非常棒的书，强烈推荐！
300,18,211,518,4.5,2024-08-30,
301,18,827,519,4.0,2022-11-09,整体来说不错，有些章节特别精彩。
302,18,179,521,2.5,2024-12-06,
303,19,38,522,4.5,2023-04-13,
304,19,532,523,4.5,2023-03-14,
305,19,941,524,4.0,2022-08-13,
306,19,86,528,5.0,2025-02-01,这是我读过的最好的书之一。
307,19,813,529,4.5,2023-04-04,这本书改变了我的看法，太棒了。
308,19,684,531,4.5,2022-09-18,
309,19,134,534,5.0,2024-04-07,这本书改变了我的看法，太棒了。
310,19,859,535,4.5,2024-01-08,绝对的经典，每一页都很精彩。
311,19,388,536,4.5,2024-03-15,
312,19,534,537,4.5,2023-06-08,非常棒的书，强烈推荐！
313,19,810,539,4.5,2024-07-09,
314,19,229,540,3.5,2024-02-06,
315,19,900,541,4.0,2023-04-30,
316,19,146,542,4.0,2022-09-16,观点很有趣，写作风格也不错。
317,19,996,543,3.5,2023-07-11,
318,19,377,544,3.5,2024-11-15,
319,19,928,547,3.5,2025-02-25,观点很有趣，写作风格也不错。
320,19,947,550,4.0,2022-12-04,
321,19,309,551,4.5,2023-04-22,
322,19,133,553,4.5,2024-03-13,
323,19,529,554,4.5,2024-12-01,
324,19,179,555,4.5,2023-12-09,
325,19,337,556,4.5,2024-07-10,绝对的经典，每一页都很精彩。
326,19,100,557,4.5,2022-08-24,绝对的经典，每一页都很精彩。
327,19,946,559,5.0,2022-07-27,
328,19,101,561,4.5,2024-01-24,这是我读过的最好的书之一。
329,19,810,562,4.5,2023-08-17,
330,19,561,563,4.5,2024-07-29,
331,19,497,565,3.5,2024-10-05,
332,19,143,566,5.0,2024-11-06,
333,19,718,567,3.5,2023-05-24,整体来说不错，有些章节特别精彩。
334,19,218,568,4.5,2024-06-03,这本书改变了我的看法，太棒了。
335,19,814,569,4.0,2024-02-29,观点很有趣，写作风格也不错。
336,19,297,570,4.5,2024-06-24,
337,19,453,571,4.5,2023-07-24,
338,19,379,572,4.5,2023-01-08,这本书改变了我的看法，太棒了。
339,19,312,573,4.5,2024-07-12,
340,19,728,576,4.5,2025-02-12,
341,19,711,580,5.0,2023-09-04,
342,19,887,581,4.0,2023-01-12,
343,19,721,584,4.5,2023-09-23,
344,19,67,587,4.0,2024-05-27,这本书给了我很多启发，值得一读。
345,19,10,588,4.5,2024-02-01,
346,19,531,589,5.0,2023-03-10,
347,19,251,590,4.5,2024-03-01,
348,19,48,591,4.5,2023-07-05,
349,19,710,592,4.5,2024-06-20,
350,19,331,595,3.5,2022-11-03,
351,19,370,596,5.0,2022-10-13,
352,19,978,597,5.0,2024-10-07,
353,19,777,599,4.5,2023-06-25,这是我读过的最好的书之一。
354,19,688,600,4.0,2023-07-17,很好的一本书，内容充实。
355,19,757,601,4.5,2023-04-05,
356,19,271,602,4.5,2024-12-13,
357,19,26,603,4.0,2024-03-22,观点很有趣，写作风格也不错。
358,19,155,604,5.0,2022-10-27,内容超出预期，值得一读。
359,19,533,605,5.0,2023-08-07,
360,19,660,606,4.0,2022-09-02,
361,19,255,607,4.0,2023-11-05,
362,19,798,608,4.0,2022-12-22,推荐阅读，内容有深度。
363,19,679,609,4.5,2025-02-24,
364,19,202,610,4.5,2023-09-19,
365,19,531,611,4.5,2022-11-28,
366,19,57,614,4.5,2023-02-05,
367,19,885,615,4.0,2023-09-27,
368,19,26,617,4.5,2023-10-25,
369,19,376,618,4.5,2023-11-06,
370,19,71,619,4.0,2022-08-15,
371,19,368,621,4.0,2023-12-25,很好的一本书，内容充实。
372,19,634,623,4.5,2025-01-06,
373,19,187,626,4.0,2024-06-15,整体来说不错，有些章节特别精彩。
374,19,69,628,4.5,2022-06-30,非常棒的书，强烈推荐！
375,19,863,631,4.5,2023-03-27,内容超出预期，值得一读。
376,19,614,632,4.0,2024-11-03,
377,19,941,633,4.5,2024-03-14,绝对的经典，每一页都很精彩。
378,19,706,635,4.0,2023-05-22,
379,19,44,636,4.5,2024-10-09,
380,19,336,637,4.0,2025-01-05,
381,19,211,638,4.5,2025-02-17,
382,19,456,640,5.0,2023-05-08,
383,19,678,642,4.5,2024-08-31,
384,19,684,643,4.5,2024-12-06,
385,19,24,646,4.0,2023-07-09,推荐阅读，内容有深度。
386,19,545,648,4.5,2025-01-24,
387,20,963,652,5.0,2023-05-31,
388,20,904,655,3.5,2021-01-24,很好的一本书，内容充实。
389,20,33,656,2.5,2021-05-22,
390,20,710,658,5.0,2025-02-28,这本书改变了我的看法，太棒了。
391,20,820,663,2.5,2023-05-13,有些见解很独特，但整体平平。
392,20,776,664,4.5,2024-12-31,
393,20,453,665,3.0,2023-11-19,
394,20,940,666,5.0,2024-11-05,内容超出预期，值得一读。
395,20,10,667,4.0,2023-10-15,推荐阅读，内容有深度。
396,20,825,668,4.0,2023-07-28,整体来说不错，有些章节特别精彩。
397,20,337,670,4.5,2023-09-28,这是我读过的最好的书之一。
398,20,61,671,3.5,2020-12-28,这本书给了我很多启发，值得一读。
399,20,360,672,4.0,2022-12-17,
400,20,716,673,3.5,2023-10-09,
401,20,433,676,4.5,2021-01-09,
402,20,357,678,2.0,2023-09-08,
403,20,259,679,3.0,2022-10-18,内容一般，不过有几个亮点。
404,20,641,680,4.0,2024-01-18,整体来说不错，有些章节特别精彩。
405,20,117,683,5.0,2023-12-25,
406,20,915,685,4.5,2023-01-07,
407,20,383,686,3.0,2022-09-03,部分内容有价值，但结构不太紧凑。
408,20,497,687,2.5,2020-11-13,
409,20,375,689,4.0,2022-12-19,
410,21,297,690,3.5,2022-10-28,
411,21,205,691,4.0,2022-07-31,这本书给了我很多启发，值得一读。
412,21,946,693,2.5,2022-03-07,还可以，但有些部分比较枯燥。
413,21,692,694,4.0,2024-06-01,
414,21,559,697,4.5,2022-12-04,绝对的经典，每一页都很精彩。
415,21,436,698,3.5,2024-07-13,
416,22,950,699,4.0,2024-01-28,很好的一本书，内容充实。
417,22,192,700,3.0,2021-07-27,
418,22,667,701,2.5,2021-03-19,还可以，但有些部分比较枯燥。
419,22,76,702,4.0,2024-08-02,很好的一本书，内容充实。
420,22,946,703,3.5,2022-10-27,整体来说不错，有些章节特别精彩。
421,22,414,704,4.0,2022-01-16,
422,22,321,705,4.0,2024-08-03,
423,22,563,708,3.0,2024-07-29,
424,22,931,711,4.0,2021-02-03,
425,22,266,712,3.5,2021-07-27,推荐阅读，内容有深度。
426,22,32,713,2.5,2021-01-24,
427,22,810,714,3.5,2022-12-06,
428,22,344,716,4.5,2022-01-16,
429,22,323,717,4.0,2023-02-01,
430,22,68,718,4.5,2021-06-29,
431,22,590,723,5.0,2023-10-17,内容超出预期，值得一读。
432,22,946,724,4.0,2023-10-11,观点很有趣，写作风格也不错。
433,22,946,725,4.5,2020-12-13,
434,23,724,726,3.0,2021-09-17,
435,23,610,727,3.0,2024-07-11,
436,23,845,729,3.5,2022-10-02,
437,23,997,730,4.0,2022-05-18,
438,23,758,732,2.5,2022-10-17,
439,23,667,733,3.5,2022-11-23,整体来说不错，有些章节特别精彩。
440,23,228,734,3.0,2024-07-08,
441,23,577,737,4.5,2022-05-31,非常棒的书，强烈推荐！
442,23,29,738,2.5,2021-07-25,
443,23,955,739,3.0,2025-01-01,
444,23,529,742,4.5,2025-01-21,
445,23,518,743,3.5,2022-05-09,整体来说不错，有些章节特别精彩。
446,23,80,745,4.0,2024-05-04,
447,23,442,747,3.5,2022-03-30,
448,23,795,750,4.5,2022-04-23,这本书改变了我的看法，太棒了。
449,24,159,751,2.5,2021-09-26,有些见解很独特，但整体平平。
450,24,781,752,4.5,2024-05-26,
451,24,235,754,2.5,2022-08-28,
452,24,837,756,4.0,2023-11-18,
453,24,46,757,4.5,2023-05-03,这是我读过的最好的书之一。
454,24,261,758,3.0,2024-11-07,
455,24,960,759,3.5,2024-01-04,
456,25,79,760,1.5,2024-08-18,
457,25,945,762,4.0,2022-07-28,
458,25,925,765,3.5,2023-01-29,这本书给了我很多启发，值得一读。
459,26,196,767,4.0,2024-07-01,推荐阅读，内容有深度。
460,26,386,769,3.5,2024-05-26,很好的一本书，内容充实。
461,26,763,770,4.5,2024-09-29,
462,26,452,772,5.0,2024-06-26,
463,26,831,773,4.0,2024-02-10,
464,27,189,776,4.0,2023-09-26,
465,27,187,778,5.0,2023-10-22,
466,27,646,779,3.0,2023-06-27,内容一般，不过有几个亮点。
467,28,865,783,4.5,2023-11-25,
468,28,772,785,4.0,2020-10-05,
469,28,852,787,4.5,2024-02-19,
470,28,265,788,3.0,2024-01-31,
471,28,630,789,4.0,2021-02-02,观点很有趣，写作风格也不错。
472,28,816,790,4.5,2022-03-30,
473,28,218,791,4.5,2025-02-17,
474,28,206,792,4.0,2024-03-05,
475,28,367,793,4.0,2023-10-15,
476,28,110,796,3.5,2021-09-25,
477,28,599,798,4.0,2022-11-27,
478,28,591,799,4.5,2021-01-11,
479,29,46,801,3.5,2021-06-01,
480,29,378,802,4.5,2024-10-11,这本书改变了我的看法，太棒了。
481,29,788,803,3.5,2021-02-08,
482,29,971,805,4.0,2022-10-11,
483,29,619,806,4.5,2022-10-22,
484,29,789,808,4.5,2021-10-01,非常棒的书，强烈推荐！
485,29,960,809,3.0,2024-08-30,
486,29,72,814,3.5,2021-10-06,
487,29,344,816,4.0,2022-04-03,
488,29,556,817,4.0,2021-09-27,
489,29,892,818,4.0,2021-03-01,
490,29,804,819,1.0,2022-12-14,内容比较薄弱，不太推荐。
491,29,399,820,1.5,2022-12-04,
492,29,65,821,3.0,2023-05-12,
493,29,663,822,4.0,2022-09-06,
494,29,29,823,3.0,2024-01-02,
495,30,513,824,1.5,2024-09-28,内容比较薄弱，不太推荐。
496,30,161,825,3.0,2024-02-17,还可以，但有些部分比较枯燥。
497,30,692,827,4.0,2024-08-26,
498,30,139,829,4.5,2024-12-02,
499,30,569,830,4.0,2024-05-30,观点很有趣，写作风格也不错。
500,30,101,837,3.5,2024-09-23,
501,30,464,838,3.0,2024-12-05,还可以，但有些部分比较枯燥。
502,30,605,839,4.0,2024-11-10,
503,30,184,842,4.5,2024-10-12,
504,30,282,843,3.0,2024-05-13,
505,30,725,844,4.5,2024-01-25,
506,30,15,845,3.5,2024-01-18,
507,31,624,846,4.0,2024-12-22,
508,31,246,849,4.5,2025-03-01,
509,32,682,851,3.5,2024-03-09,观点很有趣，写作风格也不错。
510,32,985,852,3.0,2023-03-15,
511,32,679,853,4.0,2025-02-26,很好的一本书，内容充实。
512,32,157,855,2.5,2022-06-04,
513,32,546,856,4.5,2022-06-11,非常棒的书，强烈推荐！
514,32,778,859,4.0,2024-02-16,观点很有趣，写作风格也不错。
515,32,147,860,4.0,2023-06-18,
516,32,472,861,1.5,2024-11-11,
517,32,238,863,3.5,2024-08-16,
518,32,780,864,3.5,2022-04-25,
519,32,521,866,3.5,2024-10-29,
520,32,824,868,3.5,2021-11-10,
521,32,357,869,3.0,2022-10-21,
522,32,509,870,4.0,2022-11-28,
523,32,186,873,4.0,2022-10-07,
524,32,267,874,4.0,2024-07-25,推荐阅读，内容有深度。
525,32,795,876,4.0,2022-05-16,
526,32,59,877,4.5,2023-06-19,
527,32,642,881,4.5,2021-12-06,
528,32,708,883,2.0,2024-01-26,
529,32,415,884,3.0,2023-12-29,
530,32,257,886,4.0,2023-07-28,
531,32,610,887,4.5,2023-04-16,
532,32,248,888,3.5,2023-02-05,
533,32,302,889,3.5,2021-10-08,这本书给了我很多启发，值得一读。
534,32,864,890,4.0,2022-10-02,整体来说不错，有些章节特别精彩。
535,32,372,892,4.5,2024-08-19,这本书改变了我的看法，太棒了。
536,32,947,895,3.0,2023-06-08,
537,32,876,897,4.0,2022-11-13,
538,32,977,898,3.5,2022-07-12,这本书给了我很多启发，值得一读。
539,32,765,899,2.5,2025-02-04,
540,32,985,901,4.0,2025-01-13,
541,32,566,903,5.0,2022-08-03,
542,32,801,905,3.5,2022-06-06,
543,33,919,910,3.0,2023-06-15,
544,33,769,911,2.5,2023-10-19,
545,33,847,913,3.5,2023-02-16,
546,33,553,915,4.0,2024-07-17,这本书给了我很多启发，值得一读。
547,33,987,917,4.5,2024-04-16,
548,33,734,918,4.5,2025-02-21,
549,33,12,920,3.0,2023-04-04,还可以，但有些部分比较枯燥。
550,33,615,921,4.0,2024-08-15,
551,33,534,925,3.5,2023-06-21,
552,33,969,926,3.0,2023-10-21,有些见解很独特，但整体平平。
553,33,541,927,4.0,2023-09-27,
554,33,207,928,3.0,2023-10-02,
555,33,329,929,2.5,2023-06-13,
556,33,325,930,3.5,2024-04-18,
557,33,599,932,4.0,2024-05-02,
558,33,771,936,3.5,2023-11-10,
559,33,601,937,4.0,2024-03-14,
560,33,976,938,3.0,2023-02-22,
561,33,699,940,4.5,2023-11-03,
562,33,340,941,4.0,2025-01-24,
563,33,834,942,2.5,2025-03-01,
564,33,734,944,3.5,2024-06-17,
565,33,948,945,4.0,2024-08-26,
566,33,451,946,3.5,2023-06-06,
