user_id,book_id,rating
11,671,4.0
11,508,2.5
11,642,1.5
11,557,3.0
11,230,3.5
11,202,3.0
11,738,3.5
11,973,3.0
11,39,4.0
11,945,3.5
11,184,2.5
11,645,3.0
11,151,3.5
11,84,3.5
11,580,3.5
11,317,3.0
11,415,3.5
11,927,4.0
11,964,3.0
11,365,3.0
11,610,3.0
11,669,2.5
11,202,3.0
12,121,4.5
12,57,5.0
12,328,5.0
14,737,4.0
14,97,4.0
14,432,3.5
14,890,3.0
14,964,3.0
14,112,3.0
14,511,3.5
14,494,3.0
14,264,4.5
14,439,4.5
14,580,3.0
14,251,3.0
14,469,3.5
14,729,3.5
14,46,4.0
14,729,2.5
14,403,3.5
14,995,3.5
14,317,3.0
14,849,4.0
14,214,3.5
14,342,3.0
14,511,4.0
15,748,2.5
15,439,2.5
15,925,3.0
15,565,3.5
15,293,3.0
15,639,3.0
15,457,3.5
15,601,3.0
15,741,3.0
15,731,3.0
15,79,2.0
15,154,2.5
15,600,3.0
15,568,3.0
15,490,3.0
15,626,3.5
15,866,3.0
15,956,3.0
15,659,3.5
15,761,3.0
15,452,3.5
15,330,3.0
15,757,3.0
15,565,3.5
15,340,3.0
16,895,4.0
16,196,4.5
16,203,5.0
16,373,2.0
16,577,3.5
16,665,3.0
16,158,3.5
16,38,4.0
16,385,2.5
16,10,3.0
16,355,3.5
17,342,2.5
17,391,2.5
17,965,3.5
17,93,3.5
17,758,2.5
17,565,3.5
17,485,4.0
17,332,3.0
18,309,4.0
18,863,4.0
18,405,3.0
18,799,3.5
18,836,3.5
18,718,2.0
18,990,4.0
18,362,3.5
18,213,4.5
18,647,3.5
18,860,3.0
18,483,4.5
18,211,4.5
18,827,4.0
18,179,2.5
19,38,4.5
19,532,4.5
19,941,4.0
19,86,5.0
19,813,4.5
19,684,4.5
19,134,5.0
19,859,4.5
19,388,4.5
19,534,4.5
19,810,4.5
19,229,3.5
19,900,4.0
19,146,4.0
19,996,3.5
19,377,3.5
19,928,3.5
19,947,4.0
19,309,4.5
19,133,4.5
19,529,4.5
19,179,4.5
19,337,4.5
19,100,4.5
19,946,5.0
19,101,4.5
19,810,4.5
19,561,4.5
19,497,3.5
19,143,5.0
19,718,3.5
19,218,4.5
19,814,4.0
19,297,4.5
19,453,4.5
19,379,4.5
19,312,4.5
19,728,4.5
19,711,5.0
19,887,4.0
19,721,4.5
19,67,4.0
19,10,4.5
19,531,5.0
19,251,4.5
19,48,4.5
19,710,4.5
19,331,3.5
19,370,5.0
19,978,5.0
19,777,4.5
19,688,4.0
19,757,4.5
19,271,4.5
19,26,4.0
19,155,5.0
19,533,5.0
19,660,4.0
19,255,4.0
19,798,4.0
19,679,4.5
19,202,4.5
19,531,4.5
19,57,4.5
19,885,4.0
19,26,4.5
19,376,4.5
19,71,4.0
19,368,4.0
19,634,4.5
19,187,4.0
19,69,4.5
19,863,4.5
19,614,4.0
19,941,4.5
19,706,4.0
19,44,4.5
19,336,4.0
19,211,4.5
19,456,5.0
19,678,4.5
19,684,4.5
19,24,4.0
19,545,4.5
20,963,5.0
20,904,3.5
20,33,2.5
20,710,5.0
20,820,2.5
20,776,4.5
20,453,3.0
20,940,5.0
20,10,4.0
20,825,4.0
20,337,4.5
20,61,3.5
20,360,4.0
20,716,3.5
20,433,4.5
20,357,2.0
20,259,3.0
20,641,4.0
20,117,5.0
20,915,4.5
20,383,3.0
20,497,2.5
20,375,4.0
21,297,3.5
21,205,4.0
21,946,2.5
21,692,4.0
21,559,4.5
21,436,3.5
22,950,4.0
22,192,3.0
22,667,2.5
22,76,4.0
22,946,3.5
22,414,4.0
22,321,4.0
22,563,3.0
22,931,4.0
22,266,3.5
22,32,2.5
22,810,3.5
22,344,4.5
22,323,4.0
22,68,4.5
22,590,5.0
22,946,4.0
22,946,4.5
23,724,3.0
23,610,3.0
23,845,3.5
23,997,4.0
23,758,2.5
23,667,3.5
23,228,3.0
23,577,4.5
23,29,2.5
23,955,3.0
23,529,4.5
23,518,3.5
23,80,4.0
23,442,3.5
23,795,4.5
24,159,2.5
24,781,4.5
24,235,2.5
24,837,4.0
24,46,4.5
24,261,3.0
24,960,3.5
25,79,1.5
25,945,4.0
25,925,3.5
26,196,4.0
26,386,3.5
26,763,4.5
26,452,5.0
26,831,4.0
27,189,4.0
27,187,5.0
27,646,3.0
28,865,4.5
28,772,4.0
28,852,4.5
28,265,3.0
28,630,4.0
28,816,4.5
28,218,4.5
28,206,4.0
28,367,4.0
28,110,3.5
28,599,4.0
28,591,4.5
29,46,3.5
29,378,4.5
29,788,3.5
29,971,4.0
29,619,4.5
29,789,4.5
29,960,3.0
29,72,3.5
29,344,4.0
29,556,4.0
29,892,4.0
29,804,1.0
29,399,1.5
29,65,3.0
29,663,4.0
29,29,3.0
30,513,1.5
30,161,3.0
30,692,4.0
30,139,4.5
30,569,4.0
30,101,3.5
30,464,3.0
30,605,4.0
30,184,4.5
30,282,3.0
30,725,4.5
30,15,3.5
31,624,4.0
31,246,4.5
32,682,3.5
32,985,3.0
32,679,4.0
32,157,2.5
32,546,4.5
32,778,4.0
32,147,4.0
32,472,1.5
32,238,3.5
32,780,3.5
32,521,3.5
32,824,3.5
32,357,3.0
32,509,4.0
32,186,4.0
32,267,4.0
32,795,4.0
32,59,4.5
32,642,4.5
32,708,2.0
32,415,3.0
32,257,4.0
32,610,4.5
32,248,3.5
32,302,3.5
32,864,4.0
32,372,4.5
32,947,3.0
32,876,4.0
32,977,3.5
32,765,2.5
32,985,4.0
32,566,5.0
32,801,3.5
33,919,3.0
33,769,2.5
33,847,3.5
33,553,4.0
33,987,4.5
33,734,4.5
33,12,3.0
33,615,4.0
33,534,3.5
33,969,3.0
33,541,4.0
33,207,3.0
33,329,2.5
33,325,3.5
33,599,4.0
33,771,3.5
33,601,4.0
33,976,3.0
33,699,4.5
33,340,4.0
33,834,2.5
33,734,3.5
33,948,4.0
33,451,3.5
33,310,3.5
33,183,3.5
33,934,4.0
33,884,3.0
33,644,2.0
33,735,4.0
33,296,4.0
33,458,3.0
33,780,3.5
34,924,4.5
34,2,4.5
34,923,4.5
34,657,5.0
34,360,4.5
34,320,4.5
34,125,4.0
34,246,4.5
34,152,3.0
34,642,2.5
34,804,3.5
34,782,4.5
34,961,3.5
34,804,3.0
34,803,4.5
34,231,3.5
34,758,4.0
34,281,4.5
34,782,4.0
34,65,3.0
35,275,4.0
35,654,3.0
35,756,3.5
35,231,3.0
35,181,3.5
35,183,2.5
35,401,3.5
35,477,2.5
36,736,3.5
36,319,4.0
36,268,4.0
36,529,4.5
36,509,4.0
36,358,3.5
36,23,3.5
36,889,4.0
36,300,3.0
36,738,3.5
36,21,3.0
36,209,2.5
36,342,2.5
36,17,1.5
36,311,3.0
36,245,2.5
36,198,3.5
36,767,3.5
36,686,4.0
36,418,3.5
36,342,2.0
36,232,2.5
36,133,3.5
36,268,3.5
36,447,2.5
36,358,4.0
36,896,3.0
36,529,4.0
36,335,3.0
36,738,4.0
36,365,4.0
37,602,4.5
37,859,4.0
37,420,4.0
37,766,3.0
37,591,3.0
37,9,3.0
37,326,5.0
38,657,4.5
38,497,3.0
38,868,3.5
38,533,4.0
38,618,4.0
38,100,4.5
38,819,3.5
38,682,3.0
38,725,3.0
38,444,3.5
38,375,4.5
38,315,4.0
38,464,3.0
38,20,3.0
39,757,4.0
39,691,3.5
39,166,3.0
39,855,3.5
39,195,4.0
39,331,3.0
39,391,4.5
40,619,4.5
40,555,4.0
40,103,2.5
40,513,3.0
40,93,2.5
40,583,3.0
40,621,3.5
40,856,4.0
40,682,1.5
40,370,3.5
40,499,4.0
40,102,3.0
40,324,4.5
40,467,2.5
40,414,4.5
40,732,3.5
41,836,4.5
42,906,5.0
42,872,2.5
42,554,4.0
42,225,3.5
42,749,2.0
42,176,3.0
42,183,3.0
42,347,3.0
42,676,5.0
42,675,3.5
42,192,2.5
42,749,3.0
42,264,4.5
42,458,4.0
42,567,3.0
42,949,4.0
42,851,3.0
42,748,2.5
42,880,3.5
42,590,1.5
42,673,2.0
42,546,3.5
42,569,2.5
42,380,3.5
42,673,4.5
42,547,2.0
42,366,3.0
42,288,4.0
42,367,3.5
42,536,4.0
42,93,4.0
42,673,5.0
42,938,2.5
42,175,4.5
42,920,5.0
42,37,5.0
42,757,2.0
42,68,3.5
42,749,1.5
42,920,2.5
42,87,3.5
42,568,5.0
42,874,5.0
42,414,4.5
42,474,2.5
42,995,4.0
42,92,2.5
42,596,4.0
42,461,3.5
42,320,3.0
42,862,3.0
42,274,3.5
42,621,4.0
42,183,4.5
42,886,5.0
42,628,4.5
42,922,3.0
42,539,3.5
42,592,2.5
42,692,4.0
42,89,4.0
42,997,4.0
42,166,4.5
42,136,3.0
42,347,4.0
42,546,3.5
42,403,3.5
42,336,3.5
42,596,2.0
42,900,4.5
42,908,1.5
42,257,4.0
42,424,4.0
42,351,3.0
42,910,3.5
42,12,3.0
43,870,3.0
44,542,3.5
44,662,4.0
44,866,4.0
44,137,4.0
44,652,4.0
44,152,3.5
44,773,3.5
44,470,4.0
44,868,2.5
44,708,2.5
44,705,2.5
44,900,3.0
44,129,4.0
44,985,3.0
45,498,4.5
45,121,3.0
45,195,4.5
45,253,3.5
45,370,4.0
45,128,3.5
45,629,3.5
45,162,4.0
45,807,3.5
45,822,2.5
45,657,4.5
45,224,4.0
45,801,5.0
45,373,5.0
45,839,4.0
45,837,3.5
45,296,3.0
45,316,3.5
45,573,3.0
46,237,4.5
46,37,4.0
46,79,5.0
46,667,4.0
46,73,2.5
46,58,5.0
46,759,2.5
46,565,3.0
46,822,3.5
46,894,5.0
46,870,5.0
46,600,5.0
46,393,1.5
46,68,5.0
46,82,5.0
46,734,3.5
46,532,3.5
46,643,4.0
46,439,3.5
46,574,4.0
46,123,2.5
47,385,3.5
47,845,3.5
47,775,3.5
47,108,4.5
47,60,2.5
47,729,2.0
47,62,4.0
47,914,4.0
47,469,3.5
47,607,4.5
47,961,4.0
47,125,3.0
47,911,3.0
47,234,3.0
47,534,3.5
47,97,3.5
47,167,4.0
47,805,2.0
47,325,4.0
47,362,3.5
47,890,3.0
47,944,4.5
47,132,2.5
47,875,3.0
47,956,4.0
48,444,3.5
48,650,5.0
48,431,3.5
48,510,3.5
48,158,4.5
49,341,3.5
49,955,4.0
49,90,3.5
49,825,2.5
49,421,4.0
49,961,3.5
49,207,3.5
49,374,3.5
49,701,4.0
49,915,3.5
49,395,3.5
49,788,3.0
49,758,5.0
49,825,3.5
49,341,3.0
50,361,4.0
50,129,3.5
50,364,3.5
50,583,3.0
50,745,3.5
50,280,3.5
50,852,3.5
50,462,3.0
50,499,3.0
50,419,3.0
50,448,3.5
50,558,3.5
50,496,3.0
50,503,4.0
51,268,4.0
51,587,2.0
51,693,3.0
51,60,3.0
51,767,4.0
51,402,3.0
51,95,4.0
51,335,3.5
51,358,4.5
51,35,5.0
51,987,3.5
51,232,2.5
51,283,4.5
51,587,4.0
51,531,5.0
51,317,3.5
51,671,4.0
51,896,3.0
51,582,3.5
51,367,3.5
51,208,3.5
51,809,3.5
51,317,3.0
51,678,2.0
51,896,3.5
51,529,4.0
51,728,2.5
51,433,3.5
51,239,4.0
51,342,5.0
51,232,3.0
51,185,3.0
51,494,4.0
51,249,2.5
51,195,4.5
51,733,2.5
52,858,3.0
52,601,3.0
52,818,3.5
52,440,5.0
52,909,3.5
52,339,4.0
52,13,2.0
52,678,3.0
52,501,4.0
52,348,4.0
52,64,3.5
52,449,2.5
52,496,3.5
52,523,4.5
52,392,4.5
52,858,3.0
52,270,4.0
52,873,4.0
52,943,2.5
52,911,3.5
52,180,4.5
52,712,4.0
52,573,3.5
52,579,3.5
52,911,2.5
52,836,4.0
52,259,3.5
52,689,3.5
52,321,3.0
52,229,3.0
52,907,4.0
52,280,4.0
52,163,2.5
52,818,3.0
52,578,3.5
52,21,5.0
52,59,4.5
52,223,3.5
52,465,3.5
52,500,4.0
52,151,4.0
52,424,3.0
52,622,5.0
52,119,3.0
53,482,3.5
53,887,4.0
53,338,4.5
53,298,3.5
53,143,4.5
53,453,4.5
53,211,4.5
53,659,5.0
53,465,4.0
54,885,3.5
54,137,4.0
54,894,4.5
55,567,5.0
55,228,3.5
55,344,4.5
55,48,4.0
55,75,4.5
55,90,5.0
55,80,4.0
55,344,5.0
55,366,4.5
55,841,4.0
55,619,3.5
55,421,3.5
55,614,4.5
55,619,4.5
55,239,4.0
55,404,4.0
55,700,3.5
55,90,5.0
56,556,3.0
56,246,4.5
56,726,2.0
56,899,4.0
57,607,4.0
57,805,4.0
57,366,3.5
57,344,4.5
57,232,3.0
57,890,4.0
57,993,4.0
57,866,4.0
57,97,4.0
57,138,3.0
57,311,4.0
57,976,3.5
57,90,4.5
57,736,3.5
57,399,4.0
57,552,4.0
57,322,4.5
57,539,4.5
57,862,3.5
57,762,3.5
57,645,4.0
57,529,5.0
57,529,4.5
57,187,4.0
58,558,3.0
58,790,4.0
58,540,4.5
58,870,3.5
58,366,2.0
58,285,2.0
58,320,4.0
58,388,4.0
58,883,4.0
58,102,4.0
58,983,5.0
58,640,4.5
58,622,4.0
58,281,4.0
58,154,3.5
58,182,3.0
58,517,3.5
58,449,3.0
58,368,2.5
58,641,4.0
58,413,3.0
58,618,3.5
58,955,4.5
58,948,3.5
58,79,4.5
58,869,3.5
58,633,3.0
58,109,3.5
58,796,3.5
58,588,4.5
58,164,4.0
58,515,4.0
58,328,5.0
58,261,2.5
58,958,1.5
58,679,3.5
58,546,3.5
58,866,4.0
58,955,4.5
58,208,2.0
58,231,4.0
58,853,3.0
58,714,4.0
58,478,4.0
58,643,4.5
58,549,3.5
59,293,3.5
59,959,4.0
59,904,3.5
59,445,3.0
60,884,4.0
60,351,5.0
60,675,3.5
60,216,4.0
60,169,3.5
60,752,5.0
60,999,4.0
60,842,3.5
60,846,3.0
60,950,2.5
60,673,3.5
60,761,3.0
60,736,3.5
60,430,3.5
60,640,3.5
60,886,3.0
60,37,4.0
60,197,2.5
60,175,3.5
60,342,3.0
60,411,3.5
60,621,3.0
60,144,3.0
60,458,3.5
60,427,2.5
60,72,4.0
60,787,4.5
60,251,4.0
60,925,4.0
60,709,3.0
60,659,5.0
60,360,5.0
60,427,2.5
60,69,4.0
60,622,4.5
60,5,3.5
60,675,5.0
60,872,4.5
60,166,5.0
60,9,4.0
60,920,4.0
60,192,4.0
60,532,4.5
61,812,4.5
61,214,4.0
61,592,2.5
61,69,4.5
61,145,3.5
61,512,4.0
61,1,4.5
61,52,4.5
61,41,4.5
61,389,4.0
61,894,2.0
61,592,4.0
61,890,3.5
61,769,4.0
61,534,4.0
61,878,4.0
61,31,3.0
61,304,5.0
61,25,5.0
61,325,3.5
61,652,4.0
61,31,4.0
61,299,4.5
61,661,5.0
61,161,4.5
61,592,4.0
61,991,3.5
61,108,4.0
61,881,3.0
61,438,5.0
61,592,3.5
61,551,3.5
61,976,3.0
61,885,2.5
61,264,4.0
61,26,4.0
61,60,3.0
61,988,3.5
61,914,3.0
61,671,2.5
61,551,5.0
61,1,3.5
61,483,3.5
61,548,3.5
61,108,5.0
61,214,2.5
61,264,3.0
61,60,3.0
61,942,3.5
61,31,4.0
61,635,3.0
61,737,2.5
61,903,3.0
61,551,5.0
61,325,3.5
61,800,3.5
61,890,4.5
61,729,4.0
61,737,2.0
61,535,4.0
62,461,5.0
62,932,4.0
62,594,3.0
62,676,5.0
62,890,3.0
62,707,4.0
62,42,4.5
62,871,3.5
62,842,4.5
62,87,3.5
62,125,3.0
62,234,4.0
62,380,3.5
62,411,4.0
62,784,3.0
62,74,3.5
62,791,4.5
62,195,4.5
62,872,5.0
62,384,3.5
62,959,3.0
62,683,4.0
62,228,3.5
62,827,3.0
62,993,3.0
62,764,4.5
62,111,3.0
62,69,5.0
62,194,5.0
62,380,5.0
62,246,4.0
62,200,3.0
62,971,2.5
62,851,3.0
62,166,5.0
62,325,4.5
62,925,3.5
62,929,2.0
62,93,2.5
62,304,3.5
62,938,3.5
62,615,5.0
62,192,4.0
62,655,2.5
62,286,4.0
62,423,4.0
62,804,3.5
62,70,4.5
62,681,3.5
62,138,3.0
62,199,3.5
62,782,4.0
62,971,2.5
62,673,3.5
62,163,3.0
62,662,5.0
62,367,5.0
62,132,4.0
62,400,4.5
62,477,3.0
62,85,5.0
62,122,3.0
62,421,3.0
62,804,4.5
62,79,4.0
62,694,5.0
62,518,4.5
62,594,4.5
63,210,4.5
63,230,3.5
63,812,4.5
63,654,4.5
63,894,4.5
64,396,4.5
64,373,4.5
64,939,4.5
64,371,4.0
64,312,4.0
64,35,4.5
64,38,4.0
64,220,4.5
64,918,5.0
64,13,3.5
64,828,4.0
64,233,4.5
64,927,5.0
64,727,5.0
64,328,5.0
64,271,4.5
64,352,4.5
64,46,4.5
64,739,4.5
64,930,5.0
64,176,4.5
64,123,4.0
65,50,3.0
65,277,4.5
65,433,4.0
65,19,4.0
65,417,3.5
65,431,4.5
65,405,3.5
65,111,4.0
65,923,3.0
65,905,3.0
65,389,3.5
65,447,3.0
65,422,4.0
65,858,3.0
65,294,3.5
65,513,3.5
65,561,4.0
65,499,4.0
65,60,2.5
65,544,2.5
65,987,5.0
65,99,5.0
65,13,3.0
65,717,3.5
65,11,4.0
65,140,4.0
65,846,4.5
65,619,4.5
66,495,3.5
66,638,3.5
66,541,3.5
66,697,3.5
66,300,2.5
66,63,4.0
66,911,3.0
67,578,4.0
67,304,4.0
67,563,3.5
67,290,3.0
67,239,3.0
67,326,4.0
67,159,4.5
67,6,4.5
67,209,3.0
67,877,4.5
67,133,4.5
67,644,3.5
67,313,4.0
67,491,5.0
67,735,5.0
67,650,5.0
67,865,3.0
67,429,4.5
67,822,4.0
67,878,4.5
67,832,4.0
67,58,5.0
67,968,3.0
67,991,4.0
67,821,3.0
67,240,4.0
67,211,4.0
67,4,2.0
67,726,2.0
68,215,4.5
68,61,4.0
68,398,5.0
68,691,5.0
68,726,3.0
68,476,4.0
68,691,4.5
68,282,4.0
68,564,4.5
68,189,4.0
68,241,4.5
68,614,5.0
68,849,4.5
68,929,3.5
68,963,5.0
68,451,4.0
68,133,4.5
68,628,4.0
68,950,3.5
68,131,4.0
68,462,5.0
68,699,4.5
68,234,4.5
69,915,3.0
69,465,3.0
69,14,3.5
69,962,3.5
69,148,3.0
69,641,3.0
69,485,3.5
69,619,3.0
69,412,3.5
69,494,4.0
69,332,3.5
69,477,2.5
69,160,2.5
69,752,3.5
69,120,2.5
69,301,3.5
69,90,3.5
69,845,3.0
69,132,3.5
69,868,3.0
69,931,3.0
69,980,3.0
69,401,3.5
69,622,4.0
69,448,4.0
69,753,3.5
69,804,2.5
69,508,2.0
69,456,4.0
69,753,3.5
69,433,4.0
69,577,2.5
69,157,2.5
69,65,3.5
69,577,3.5
69,144,3.0
69,266,3.0
69,268,4.0
69,767,3.0
69,215,3.5
70,31,2.5
70,60,3.5
70,991,5.0
70,607,5.0
70,607,5.0
70,410,4.5
70,730,4.5
70,951,5.0
70,958,4.0
70,800,2.5
70,403,4.0
70,102,2.5
70,615,2.0
70,769,3.5
70,385,3.5
70,386,4.5
70,737,3.5
70,305,4.5
70,62,5.0
70,356,3.5
70,967,4.5
70,356,2.5
70,264,5.0
70,264,4.0
71,275,3.0
71,216,4.0
71,142,2.0
71,457,4.0
71,136,3.5
71,606,3.0
71,169,4.0
71,592,3.0
71,675,4.0
71,710,3.5
71,277,4.5
71,902,3.0
71,571,3.5
71,590,4.0
71,946,3.5
71,442,3.5
71,466,3.0
71,169,3.0
71,262,4.0
71,707,4.0
71,85,3.0
71,175,3.5
71,494,4.5
71,502,4.0
71,654,3.5
72,592,4.0
72,48,4.0
72,427,3.0
72,41,3.0
72,908,3.5
72,914,4.5
72,56,4.5
72,973,3.0
72,399,5.0
72,769,2.0
72,956,4.0
72,364,2.5
72,903,3.0
72,325,3.0
72,325,3.0
72,356,3.5
72,993,4.0
73,75,4.5
73,61,3.0
73,327,4.5
73,864,2.5
73,139,5.0
73,345,4.0
73,657,4.5
73,346,3.5
73,986,3.5
73,436,4.0
73,973,2.5
73,839,3.5
73,246,5.0
73,302,5.0
73,86,3.5
73,375,4.0
73,697,4.5
73,820,4.0
73,6,3.5
73,979,3.5
73,206,4.5
73,258,2.5
73,678,3.5
73,852,4.5
73,28,4.5
74,942,3.5
74,585,3.5
74,385,5.0
74,387,4.0
74,400,4.0
74,599,3.0
74,265,2.0
75,430,4.5
75,71,3.5
75,192,3.5
75,761,4.5
75,213,2.5
75,389,3.5
75,231,3.0
75,199,3.5
75,795,4.0
75,962,4.0
75,80,3.5
75,88,3.5
75,547,3.5
75,625,2.5
75,56,3.0
75,547,2.5
75,737,4.0
75,211,4.5
75,154,3.5
75,995,2.5
75,526,4.0
75,568,4.0
75,971,3.5
75,593,3.5
75,878,3.5
75,336,2.5
75,593,2.5
75,21,3.5
75,228,3.0
75,900,3.0
75,724,3.5
75,231,3.0
75,147,3.5
75,859,4.0
75,438,4.5
75,203,4.5
76,696,3.0
76,315,3.0
76,292,2.5
76,172,1.5
76,737,2.5
77,831,4.0
77,106,2.5
77,345,4.0
77,777,3.5
77,183,3.5
77,380,4.0
77,753,2.5
77,952,4.0
77,842,2.0
77,486,2.0
77,70,4.0
77,110,2.5
77,468,2.0
77,707,2.5
77,804,2.0
77,803,4.5
77,591,4.0
77,591,4.0
77,796,3.5
77,962,3.0
77,178,4.0
77,375,3.5
77,815,3.5
77,166,3.0
77,315,3.5
77,749,3.5
77,132,3.0
77,256,3.5
77,663,4.0
78,475,2.5
78,898,2.5
78,562,3.5
78,9,2.5
78,871,2.5
78,951,4.5
78,659,2.5
78,871,4.0
78,546,3.0
78,32,2.0
78,892,4.5
78,593,2.5
78,492,2.5
78,225,5.0
78,867,1.0
78,283,3.0
78,546,2.5
78,382,3.0
78,886,3.5
78,160,3.0
78,989,3.5
78,749,2.5
78,906,3.5
78,37,3.5
78,4,4.5
78,475,4.0
78,225,4.5
78,122,4.5
78,199,1.5
78,144,1.5
78,262,3.5
78,740,2.0
78,293,3.0
78,7,3.0
78,523,4.5
78,85,2.5
78,359,2.0
78,347,3.5
78,254,3.0
78,874,4.5
78,736,3.5
78,606,3.0
78,174,4.5
78,69,3.0
78,68,4.0
78,632,4.5
78,254,3.0
78,367,5.0
78,589,4.0
78,900,5.0
78,867,1.0
78,5,5.0
78,269,2.0
78,107,4.0
78,654,2.0
78,79,3.5
78,571,2.0
78,163,4.0
78,546,3.5
78,920,3.5
78,903,1.0
78,590,5.0
78,897,5.0
78,331,2.0
78,796,3.5
78,980,3.5
78,197,1.5
78,596,2.0
78,492,4.0
78,66,2.0
78,675,4.0
78,461,5.0
78,565,3.0
78,157,3.0
78,391,5.0
78,661,4.0
78,203,4.5
78,962,2.5
78,511,4.0
78,632,1.5
78,9,3.0
78,203,5.0
78,384,3.5
78,592,2.0
78,225,3.0
78,695,3.0
78,746,3.5
78,175,2.5
78,254,2.0
78,632,3.5
78,663,4.5
79,658,3.5
79,304,2.5
79,552,4.0
79,768,4.0
79,255,1.0
79,74,4.0
79,106,4.0
79,163,4.5
79,48,2.5
79,488,3.0
80,949,2.5
80,515,4.0
80,279,3.0
81,934,2.5
81,453,4.0
81,792,1.5
81,23,3.0
81,29,3.5
81,752,4.0
81,595,4.5
81,74,3.0
81,744,3.5
81,980,3.5
81,230,3.5
81,84,2.5
81,246,4.0
81,927,4.5
81,342,1.0
81,805,2.5
81,645,2.0
81,23,4.0
81,388,5.0
81,588,3.5
81,594,4.0
81,251,3.0
81,636,5.0
81,132,4.5
82,729,2.5
82,342,4.0
82,240,4.0
83,981,4.0
83,439,3.5
83,49,3.5
83,607,3.0
83,197,2.0
83,200,4.5
83,52,4.0
83,787,3.5
83,25,3.5
83,508,2.5
83,269,3.0
83,97,3.0
84,585,4.0
84,602,5.0
84,86,4.5
84,583,3.0
84,126,5.0
84,445,3.5
84,117,4.0
84,918,3.5
84,777,3.5
84,747,4.5
84,139,3.5
84,58,4.0
84,884,3.0
84,517,3.5
84,414,4.0
84,606,4.5
84,161,3.0
84,891,4.0
84,735,3.0
84,199,4.5
84,116,3.0
84,258,4.0
84,113,3.0
84,745,4.0
84,535,3.0
84,822,2.5
84,453,3.0
85,557,5.0
85,889,3.0
85,311,4.0
85,671,4.5
85,501,4.0
85,311,3.5
85,533,5.0
85,184,2.0
85,17,3.0
85,927,4.5
85,342,4.0
85,797,5.0
85,317,2.0
85,484,3.5
85,311,3.5
85,927,4.0
85,778,4.5
85,533,4.0
86,392,3.5
86,767,3.0
86,35,3.0
86,840,2.5
86,51,3.0
86,454,3.5
86,212,3.5
86,637,3.5
86,493,3.5
